Rk,Player,Pos,Age,Tm,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,GS,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
337,Daniel Ochefu\ochefda01,C,23,WAS,19,75,,,,,,,,,,,,,,,,,,,,,0,5.8,13.0,.444,0.0,0.0,,5.8,13.0,.444,0.0,1.0,.000,2.4,8.2,10.6,1.4,1.0,0.0,1.4,8.2,11.5
338,Jahlil Okafor\okafoja01,C,21,PHI,50,1134,,,,,,,,,,,,,,,,,,,,,33,7.7,15.0,.514,0.0,0.0,,7.7,15.0,.514,3.4,5.0,.671,2.6,5.0,7.6,1.8,0.6,1.6,2.9,3.9,18.7
339,Victor Oladipo\oladivi01,SG,24,OKC,67,2222,,,,,,,,,,,,,,,,,,,,,67,6.7,15.1,.442,2.1,5.7,.361,4.6,9.4,.491,1.9,2.5,.753,0.6,4.1,4.7,2.9,1.3,0.3,1.9,2.5,17.3
340,Kelly Olynyk\olynyke01,C,25,BOS,75,1538,,,,,,,,,,,,,,,,,,,,,6,6.1,11.9,.512,1.6,4.5,.354,4.5,7.4,.608,2.1,2.9,.732,1.7,6.7,8.4,3.5,1.0,0.7,2.2,4.8,15.9
341,Arinze Onuaku\onuakar01,C,29,ORL,8,28,,,,,,,,,,,,,,,,,,,,,0,2.6,5.1,.500,0.0,0.0,,2.6,5.1,.500,0.0,0.0,,2.6,5.1,7.7,2.6,0.0,1.3,2.6,3.9,5.1
342,Chinanu Onuaku\onuakch01,C,20,HOU,5,52,,,,,,,,,,,,,,,,,,,,,1,3.5,4.8,.714,0.0,0.0,,3.5,4.8,.714,2.8,2.8,1.000,1.4,5.5,6.9,2.1,2.1,0.7,2.8,4.2,9.7
343,Kelly Oubre\oubreke01,SF,21,WAS,79,1605,,,,,,,,,,,,,,,,,,,,,5,4.2,9.9,.421,1.2,4.2,.287,3.0,5.7,.520,1.7,2.2,.758,1.4,4.5,5.8,1.1,1.3,0.4,1.1,4.4,11.2
344,Zaza Pachulia\pachuza01,C,32,GSW,70,1268,,,,,,,,,,,,,,,,,,,,,70,4.7,8.7,.534,0.0,0.1,.000,4.7,8.7,.538,2.8,3.6,.778,4.0,7.7,11.6,3.7,1.7,0.9,2.5,4.7,12.1
345,Georgios Papagiannis\papagge01,C,19,SAC,22,355,,,,,,,,,,,,,,,,,,,,,0,5.7,10.3,.549,0.0,0.2,.000,5.7,10.1,.560,1.2,1.4,.857,2.4,6.3,8.7,2.0,0.3,1.7,2.4,4.5,12.6
346,Jabari Parker\parkeja01,PF,21,MIL,51,1728,,,,,,,,,,,,,,,,,,,,,50,8.3,17.0,.490,1.4,3.7,.365,7.0,13.2,.525,3.4,4.5,.743,1.6,4.9,6.5,3.0,1.1,0.5,1.9,2.3,21.4
347,Tony Parker\parketo01,PG,34,SAS,63,1587,,,,,,,,,,,,,,,,,,,,,63,6.0,12.9,.466,0.5,1.6,.333,5.5,11.3,.484,1.9,2.7,.726,0.2,2.4,2.6,6.5,0.7,0.0,2.0,2.1,14.5
348,Chandler Parsons\parsoch01,SF,28,MEM,34,675,,,,,,,,,,,,,,,,,,,,,34,4.0,11.8,.338,1.3,5.0,.269,2.7,6.9,.388,1.9,2.3,.814,0.3,4.2,4.5,2.9,1.1,0.3,1.3,2.8,11.2
349,Lamar Patterson\pattela01,SG,25,ATL,5,40,,,,,,,,,,,,,,,,,,,,,0,2.7,13.5,.200,0.9,5.4,.167,1.8,8.1,.222,1.8,2.7,.667,0.9,5.4,6.3,5.4,0.9,0.0,3.6,5.4,8.1
350,Patrick Patterson\pattepa01,PF,27,TOR,65,1599,,,,,,,,,,,,,,,,,,,,,8,3.5,8.6,.401,2.1,5.7,.372,1.4,2.9,.458,1.0,1.4,.717,1.4,5.2,6.6,1.7,0.9,0.5,0.9,2.7,10.0
351,Chris Paul\paulch01,PG,31,LAC,61,1921,,,,,,,,,,,,,,,,,,,,,61,7.0,14.7,.476,2.3,5.7,.411,4.7,9.1,.518,4.3,4.9,.892,0.8,4.9,5.7,10.6,2.2,0.1,2.8,2.7,20.7
352,Adreian Payne\paynead01,PF,25,MIN,18,135,,,,,,,,,,,,,,,,,,,,,0,6.1,14.4,.426,0.8,4.0,.200,5.3,10.4,.513,3.7,5.1,.737,2.4,6.4,8.8,1.9,2.1,1.9,2.1,8.5,16.8
353,Cameron Payne\payneca01,PG,22,TOT,31,462,,,,,,,,,,,,,,,,,,,,,0,5.0,15.0,.332,2.1,6.7,.314,2.9,8.3,.346,0.4,0.6,.625,0.2,3.5,3.7,4.3,1.1,0.4,2.3,4.1,12.5
354,Elfrid Payton\paytoel01,PG,22,ORL,82,2412,,,,,,,,,,,,,,,,,,,,,58,6.4,13.6,.471,0.6,2.2,.274,5.8,11.4,.509,2.2,3.1,.692,1.3,4.4,5.8,7.9,1.3,0.6,2.7,2.6,15.6
355,Gary Payton\paytoga02,PG,24,MIL,6,99,,,,,,,,,,,,,,,,,,,,,0,2.9,8.0,.364,0.4,3.3,.111,2.5,4.7,.538,1.1,1.8,.600,0.0,4.4,4.4,4.7,1.1,1.5,3.6,3.3,7.3
356,Paul Pierce\piercpa01,SF,39,LAC,25,277,,,,,,,,,,,,,,,,,,,,,7,3.6,9.1,.400,1.9,5.6,.349,1.7,3.5,.481,1.3,1.7,.769,0.1,6.1,6.2,1.3,0.5,0.6,2.1,5.2,10.5
357,Marshall Plumlee\plumlma02,C,24,NYK,21,170,,,,,,,,,,,,,,,,,,,,,1,3.4,6.4,.533,0.0,0.0,,3.4,6.4,.533,1.7,4.0,.421,4.9,5.9,10.8,2.1,0.8,0.8,2.5,4.9,8.5
358,Mason Plumlee\plumlma01,C,26,TOT,81,2148,,,,,,,,,,,,,,,,,,,,,64,5.6,10.4,.536,0.0,0.1,.000,5.6,10.3,.541,2.9,5.0,.580,2.8,7.3,10.2,4.8,1.2,1.5,2.3,3.8,14.1
359,Miles Plumlee\plumlmi01,C,28,TOT,45,484,,,,,,,,,,,,,,,,,,,,,12,3.3,6.8,.478,0.0,0.0,,3.3,6.8,.478,1.9,2.9,.641,2.8,4.2,7.1,1.6,1.3,1.0,2.2,5.4,8.4
360,Jakob Poeltl\poeltja01,C,21,TOR,54,626,,,,,,,,,,,,,,,,,,,,,4,3.9,6.6,.583,0.0,0.0,,3.9,6.6,.583,1.8,3.3,.544,4.5,5.0,9.5,0.7,1.0,1.2,1.7,6.5,9.5
361,Otto Porter\porteot01,SF,23,WAS,80,2605,,,,,,,,,,,,,,,,,,,,,80,5.7,11.1,.516,2.0,4.7,.434,3.7,6.4,.576,1.4,1.6,.832,1.6,5.5,7.1,1.7,1.6,0.6,0.6,2.7,14.9
362,Bobby Portis\portibo01,PF,21,CHI,64,1000,,,,,,,,,,,,,,,,,,,,,13,6.6,13.5,.488,1.2,3.5,.333,5.4,10.0,.541,1.4,2.1,.661,2.7,8.0,10.7,1.3,0.6,0.4,1.3,3.4,15.7
363,Kristaps Porzingis\porzikr01,PF,21,NYK,66,2164,,,,,,,,,,,,,,,,,,,,,65,7.4,16.4,.450,1.9,5.2,.357,5.5,11.2,.493,3.3,4.2,.786,1.8,6.1,7.9,1.6,0.8,2.2,2.0,4.1,19.9
364,Dwight Powell\poweldw01,C,25,DAL,77,1333,,,,,,,,,,,,,,,,,,,,,3,5.2,10.2,.515,0.6,2.0,.284,4.7,8.2,.571,2.9,3.8,.759,2.5,5.8,8.3,1.3,1.6,1.1,0.9,3.6,13.9
365,Norman Powell\powelno01,SG,23,TOR,76,1368,,,,,,,,,,,,,,,,,,,,,18,6.0,13.3,.449,1.5,4.6,.324,4.5,8.8,.514,3.3,4.2,.792,0.7,3.8,4.4,2.2,1.3,0.4,1.8,3.3,16.7
366,Alex Poythress\poythal01,PF,23,PHI,6,157,,,,,,,,,,,,,,,,,,,,,1,5.7,12.4,.463,1.4,4.4,.316,4.4,8.0,.543,1.8,2.3,.800,2.5,4.1,6.6,1.1,0.7,0.5,0.7,3.2,14.7
367,Ronnie Price\pricero01,PG,33,PHO,14,134,,,,,,,,,,,,,,,,,,,,,0,1.1,6.4,.167,0.8,4.6,.176,0.3,1.9,.143,0.8,1.1,.750,0.8,2.1,3.0,4.8,3.0,0.3,0.8,3.8,3.8
368,Tim Quarterman\quartti01,SG,22,POR,16,80,,,,,,,,,,,,,,,,,,,,,0,5.9,13.1,.448,2.3,5.9,.385,3.6,7.2,.500,0.0,1.4,.000,1.8,4.5,6.3,5.0,0.9,1.4,5.0,2.7,14.0
369,Chasson Randle\randlch01,PG,23,TOT,26,299,,,,,,,,,,,,,,,,,,,,,0,4.8,11.8,.408,1.9,5.7,.340,2.9,6.1,.471,4.9,5.2,.953,0.7,3.1,3.9,4.1,1.1,0.2,2.3,4.7,16.5
370,Julius Randle\randlju01,PF,22,LAL,74,2132,,,,,,,,,,,,,,,,,,,,,73,6.4,13.1,.488,0.3,1.1,.270,6.1,12.0,.507,3.4,4.8,.723,2.5,8.2,10.7,4.5,0.8,0.6,2.9,4.2,16.5
371,Zach Randolph\randoza01,PF,35,MEM,73,1786,,,,,,,,,,,,,,,,,,,,,5,8.7,19.4,.449,0.4,1.9,.223,8.3,17.5,.474,2.8,3.9,.731,3.7,8.4,12.1,2.5,0.8,0.2,2.0,2.7,20.7
372,J.J. Redick\redicjj01,SG,32,LAC,78,2198,,,,,,,,,,,,,,,,,,,,,78,6.5,14.6,.445,3.3,7.7,.429,3.2,6.9,.462,2.9,3.3,.891,0.2,2.6,2.8,1.8,0.9,0.2,1.6,2.0,19.2
373,Willie Reed\reedwi02,C,26,MIA,71,1031,,,,,,,,,,,,,,,,,,,,,5,5.7,10.0,.568,0.0,0.1,.250,5.6,9.8,.573,1.7,3.1,.557,4.5,7.1,11.6,0.9,0.6,1.6,1.1,4.8,13.1
374,Josh Richardson\richajo01,SG,23,MIA,53,1614,,,,,,,,,,,,,,,,,,,,,34,4.5,11.4,.394,1.7,5.1,.330,2.8,6.4,.444,1.3,1.7,.779,0.8,3.0,3.7,3.1,1.3,0.9,1.4,2.9,12.0
375,Malachi Richardson\richama01,SG,21,SAC,22,198,,,,,,,,,,,,,,,,,,,,,0,5.1,12.4,.412,1.5,5.1,.286,3.6,7.3,.500,2.7,3.5,.789,0.5,3.6,4.2,2.0,0.9,0.2,1.5,4.2,14.4
376,Austin Rivers\riverau01,SG,24,LAC,74,2054,,,,,,,,,,,,,,,,,,,,,29,5.7,12.8,.442,1.9,5.2,.371,3.7,7.6,.491,2.3,3.3,.691,0.4,2.5,2.8,3.6,0.8,0.2,2.0,3.3,15.6
377,Andre Roberson\roberan03,SF,25,OKC,79,2376,,,,,,,,,,,,,,,,,,,,,79,3.3,7.0,.464,0.7,2.8,.245,2.6,4.2,.609,0.7,1.7,.423,1.5,4.6,6.1,1.2,1.4,1.2,0.8,3.1,7.9
378,Brian Roberts\roberbr01,PG,31,CHO,41,416,,,,,,,,,,,,,,,,,,,,,2,4.0,10.6,.377,1.5,3.8,.386,2.5,6.8,.372,2.9,3.4,.846,0.4,2.9,3.4,4.5,0.8,0.1,2.3,1.6,12.3
379,Glenn Robinson\robingl02,SF,23,IND,69,1426,,,,,,,,,,,,,,,,,,,,,27,4.0,8.5,.467,1.2,3.2,.392,2.8,5.4,.512,1.4,1.9,.711,1.4,4.7,6.2,1.2,1.0,0.5,0.9,1.6,10.6
380,Thomas Robinson\robinth01,PF,25,LAL,48,560,,,,,,,,,,,,,,,,,,,,,1,6.8,12.6,.536,0.0,0.1,.000,6.8,12.5,.538,2.0,4.2,.470,5.4,8.9,14.3,2.0,1.7,0.6,3.0,4.9,15.5
381,Sergio Rodriguez\rodrise01,PG,30,PHI,68,1518,,,,,,,,,,,,,,,,,,,,,30,5.0,12.7,.392,2.2,6.0,.365,2.8,6.7,.415,0.4,0.6,.667,0.5,3.2,3.7,8.2,1.1,0.1,3.0,2.3,12.6
382,Rajon Rondo\rondora01,PG,30,CHI,69,1843,,,,,,,,,,,,,,,,,,,,,42,4.5,11.0,.408,1.0,2.6,.376,3.5,8.4,.418,0.6,1.0,.600,1.4,5.5,6.9,9.0,1.9,0.2,3.3,2.8,10.5
383,Derrick Rose\rosede01,PG,28,NYK,64,2082,,,,,,,,,,,,,,,,,,,,,64,8.0,16.9,.471,0.2,1.0,.217,7.7,15.9,.487,3.8,4.4,.874,1.1,3.1,4.3,4.9,0.8,0.3,2.5,1.5,20.0
384,Terrence Ross\rosste01,SF,25,TOT,78,1955,,,,,,,,,,,,,,,,,,,,,24,6.0,13.7,.437,2.6,7.2,.363,3.4,6.5,.518,1.2,1.4,.831,0.3,3.5,3.8,1.6,1.6,0.6,1.3,2.6,15.8
385,Terry Rozier\roziete01,PG,22,BOS,74,1263,,,,,,,,,,,,,,,,,,,,,0,4.3,11.7,.367,1.6,5.1,.318,2.7,6.6,.405,1.5,1.9,.773,1.1,5.3,6.5,3.7,1.3,0.3,1.3,2.0,11.7
386,Ricky Rubio\rubiori01,PG,26,MIN,75,2469,,,,,,,,,,,,,,,,,,,,,75,3.8,9.5,.402,0.9,2.9,.306,2.9,6.6,.443,3.7,4.2,.891,1.0,3.5,4.4,9.9,1.9,0.1,2.8,2.9,12.2
387,Damjan Rudez\rudezda01,SF,30,ORL,45,314,,,,,,,,,,,,,,,,,,,,,0,3.6,10.1,.352,2.3,7.3,.313,1.3,2.8,.458,0.0,0.0,,0.6,2.3,2.9,2.3,1.4,0.1,1.0,3.6,9.4
388,Brandon Rush\rushbr01,SG,31,MIN,47,1030,,,,,,,,,,,,,,,,,,,,,33,2.4,6.5,.374,1.5,4.0,.386,0.9,2.6,.356,0.5,0.6,.722,0.6,2.9,3.5,1.6,0.8,0.8,1.0,1.5,6.9
389,D'Angelo Russell\russeda01,PG,20,LAL,63,1811,,,,,,,,,,,,,,,,,,,,,60,7.0,17.2,.405,2.7,7.6,.352,4.3,9.6,.447,2.9,3.7,.782,0.6,3.8,4.4,6.0,1.7,0.3,3.5,2.6,19.6
390,Domantas Sabonis\sabondo01,PF,20,OKC,81,1632,,,,,,,,,,,,,,,,,,,,,66,4.2,10.6,.399,1.1,3.5,.321,3.1,7.1,.438,1.0,1.5,.657,1.0,5.3,6.3,1.8,0.9,0.7,1.8,4.4,10.6
391,Larry Sanders\sandela01,C,28,CLE,5,13,,,,,,,,,,,,,,,,,,,,,0,2.8,11.1,.250,0.0,0.0,,2.8,11.1,.250,5.5,5.5,1.000,8.3,2.8,11.1,0.0,2.8,2.8,5.5,13.8,11.1
392,Dario Saric\saricda01,PF,22,PHI,81,2129,,,,,,,,,,,,,,,,,,,,,36,6.4,15.7,.411,1.8,5.8,.311,4.7,9.9,.469,2.9,3.7,.782,1.9,6.8,8.7,3.1,1.0,0.5,3.1,2.7,17.6
393,Tomas Satoransky\satorto01,SG,25,WAS,57,719,,,,,,,,,,,,,,,,,,,,,3,3.1,7.3,.418,0.5,1.9,.243,2.6,5.5,.477,1.2,1.7,.697,1.3,2.9,4.2,4.6,1.3,0.3,1.9,3.0,7.7
394,Dennis Schroder\schrode01,PG,23,ATL,79,2485,,,,,,,,,,,,,,,,,,,,,78,7.9,17.6,.451,1.4,4.3,.340,6.5,13.3,.486,3.2,3.7,.855,0.6,3.0,3.6,7.2,1.1,0.2,3.7,2.2,20.5
395,Luis Scola\scolalu01,PF,36,BRK,36,461,,,,,,,,,,,,,,,,,,,,,1,5.5,11.8,.470,1.3,3.9,.340,4.2,7.9,.535,2.0,2.9,.676,4.0,6.9,10.9,2.9,1.1,0.3,2.7,4.9,14.4
396,Mike Scott\scottmi01,PF,28,ATL,18,195,,,,,,,,,,,,,,,,,,,,,0,3.1,10.9,.288,0.7,5.0,.148,2.4,5.9,.406,1.3,1.5,.875,1.8,5.0,6.8,3.1,0.7,0.6,1.5,2.2,8.3
397,Thabo Sefolosha\sefolth01,SF,32,ATL,62,1596,,,,,,,,,,,,,,,,,,,,,42,3.9,8.9,.441,0.9,2.7,.342,3.0,6.2,.484,1.2,1.7,.733,1.2,4.9,6.1,2.4,2.2,0.7,1.3,2.2,10.0
398,Wayne Selden\seldewa01,SG,22,TOT,14,236,,,,,,,,,,,,,,,,,,,,,5,3.8,8.8,.431,1.1,4.3,.250,2.7,4.6,.600,2.1,3.4,.636,0.2,2.3,2.4,2.0,0.9,0.2,1.8,2.7,10.8
399,Kevin Seraphin\serapke01,PF,27,IND,49,559,,,,,,,,,,,,,,,,,,,,,3,7.0,12.8,.551,0.0,0.1,.000,7.0,12.6,.556,0.9,1.4,.636,2.6,6.5,9.1,1.5,0.5,1.3,1.9,4.3,14.9
400,Ramon Sessions\sessira01,PG,30,CHO,50,811,,,,,,,,,,,,,,,,,,,,,1,4.4,11.7,.380,0.9,2.8,.339,3.5,8.9,.393,4.0,5.2,.771,0.5,2.8,3.2,5.7,1.2,0.1,2.0,1.9,13.8
401,Iman Shumpert\shumpim01,SG,26,CLE,76,1937,,,,,,,,,,,,,,,,,,,,,31,3.7,9.1,.411,1.7,4.9,.360,2.0,4.2,.469,1.3,1.7,.789,0.7,3.3,4.1,2.0,1.2,0.5,1.4,2.8,10.5
402,Pascal Siakam\siakapa01,PF,22,TOR,55,859,,,,,,,,,,,,,,,,,,,,,38,4.3,8.6,.502,0.0,0.3,.143,4.3,8.3,.515,0.9,1.3,.688,2.7,5.1,7.8,0.7,1.1,1.9,1.4,4.6,9.6
403,Jonathon Simmons\simmojo02,SG,27,SAS,78,1392,,,,,,,,,,,,,,,,,,,,,8,4.6,10.9,.420,0.8,2.6,.294,3.8,8.2,.461,2.6,3.4,.750,0.5,3.6,4.1,3.3,1.2,0.6,2.0,3.8,12.5
404,Kyle Singler\singlky01,SF,28,OKC,32,385,,,,,,,,,,,,,,,,,,,,,2,3.2,7.8,.410,0.7,3.5,.189,2.5,4.3,.587,1.2,1.6,.765,0.7,3.7,4.5,0.8,0.7,0.5,1.0,2.7,8.2
405,Marcus Smart\smartma01,SG,22,BOS,79,2399,,,,,,,,,,,,,,,,,,,,,24,4.0,11.2,.359,1.4,5.0,.283,2.6,6.3,.420,3.0,3.8,.812,1.2,3.4,4.6,5.5,1.9,0.5,2.4,2.9,12.5
406,Ish Smith\smithis01,PG,28,DET,81,1955,,,,,,,,,,,,,,,,,,,,,32,6.1,13.8,.439,0.5,1.9,.267,5.5,11.9,.467,1.3,1.9,.706,0.4,3.9,4.3,7.7,1.1,0.6,2.1,2.3,14.0
407,J.R. Smith\smithjr01,SG,31,CLE,41,1187,,,,,,,,,,,,,,,,,,,,,35,3.7,10.8,.346,2.9,8.2,.351,0.8,2.6,.329,0.3,0.5,.667,0.5,2.9,3.4,1.9,1.2,0.3,0.8,2.3,10.6
408,Jason Smith\smithja02,C,30,WAS,74,1068,,,,,,,,,,,,,,,,,,,,,3,5.9,11.1,.529,1.2,2.6,.474,4.6,8.5,.546,1.2,1.7,.686,2.2,6.5,8.7,1.2,0.7,1.9,2.0,5.7,14.2
409,Tony Snell\snellto01,SG,25,MIL,80,2336,,,,,,,,,,,,,,,,,,,,,80,3.8,8.3,.455,2.2,5.5,.406,1.6,2.9,.548,0.7,0.9,.810,0.3,3.5,3.8,1.5,0.8,0.2,0.8,1.9,10.5
410,Marreese Speights\speigma01,C,29,LAC,82,1286,,,,,,,,,,,,,,,,,,,,,2,6.8,15.3,.445,2.9,7.8,.372,3.9,7.6,.520,3.4,3.8,.876,2.5,8.0,10.4,1.8,0.6,1.1,1.9,6.4,19.9
411,Tiago Splitter\splitti01,C,32,PHI,8,76,,,,,,,,,,,,,,,,,,,,,0,6.6,14.7,.452,0.9,2.8,.333,5.7,11.8,.480,4.3,5.2,.818,3.8,6.6,10.4,1.9,0.5,0.5,2.8,3.8,18.5
412,Nik Stauskas\stausni01,SG,23,PHI,80,2188,,,,,,,,,,,,,,,,,,,,,27,4.1,10.4,.396,2.2,5.9,.368,2.0,4.5,.433,2.0,2.5,.813,0.3,3.4,3.7,3.1,0.7,0.5,2.1,2.4,12.4
413,Lance Stephenson\stephla01,SG,26,TOT,18,361,,,,,,,,,,,,,,,,,,,,,0,5.4,12.0,.450,0.6,2.0,.300,4.8,10.0,.480,0.8,1.3,.615,0.4,4.8,5.2,5.9,0.5,0.3,2.6,3.2,12.2
414,Jarnell Stokes\stokeja01,C,23,DEN,2,7,,,,,,,,,,,,,,,,,,,,,0,5.1,5.1,1.000,0.0,0.0,,5.1,5.1,1.000,5.1,10.3,.500,5.1,5.1,10.3,10.3,5.1,0.0,0.0,15.4,15.4
415,Diamond Stone\stonedi01,C,19,LAC,7,24,,,,,,,,,,,,,,,,,,,,,0,4.5,19.5,.231,0.0,0.0,,4.5,19.5,.231,6.0,6.0,1.000,1.5,7.5,9.0,0.0,0.0,1.5,3.0,7.5,15.0
416,Rodney Stuckey\stuckro01,PG,30,IND,39,696,,,,,,,,,,,,,,,,,,,,,0,4.7,12.6,.373,1.0,3.1,.317,3.7,9.5,.391,4.1,5.5,.748,0.3,4.0,4.3,4.3,0.8,0.0,2.7,2.3,14.5
417,Jared Sullinger\sullija01,PF,24,TOR,11,118,,,,,,,,,,,,,,,,,,,,,1,4.6,14.6,.313,0.9,5.5,.167,3.7,9.2,.400,1.2,2.4,.500,3.1,5.2,8.2,0.9,1.2,0.3,1.2,5.2,11.3
418,Edy Tavares\tavarwa01,C,24,TOT,2,28,,,,,,,,,,,,,,,,,,,,,0,5.1,6.4,.800,0.0,0.0,,5.1,6.4,.800,0.0,3.9,.000,5.1,9.0,14.1,1.3,0.0,7.7,2.6,3.9,10.3
419,Isaiah Taylor\taylois01,PG,22,HOU,4,52,,,,,,,,,,,,,,,,,,,,,0,0.7,4.8,.143,0.0,1.4,.000,0.7,3.5,.200,0.7,1.4,.500,0.7,1.4,2.1,2.1,0.7,0.7,0.0,4.2,2.1
420,Jeff Teague\teaguje01,PG,28,IND,82,2657,,,,,,,,,,,,,,,,,,,,,82,5.4,12.3,.442,1.2,3.4,.357,4.2,8.9,.475,4.9,5.6,.867,0.4,4.0,4.5,8.7,1.4,0.4,2.9,2.2,17.0
421,Mirza Teletovic\teletmi01,PF,31,MIL,70,1133,,,,,,,,,,,,,,,,,,,,,2,5.0,13.3,.373,3.3,9.7,.341,1.7,3.6,.460,1.1,1.4,.778,0.3,4.8,5.1,1.5,0.4,0.4,1.2,3.5,14.3
422,Garrett Temple\templga01,SG,30,SAC,65,1728,,,,,,,,,,,,,,,,,,,,,21,3.8,9.0,.424,1.7,4.6,.373,2.1,4.4,.476,1.2,1.5,.784,0.7,3.1,3.8,3.5,1.7,0.6,1.6,2.9,10.5
423,Jason Terry\terryja01,SG,39,MIL,74,1365,,,,,,,,,,,,,,,,,,,,,0,2.8,6.4,.432,1.9,4.5,.427,0.8,1.9,.444,0.6,0.8,.828,0.4,2.4,2.8,2.6,1.2,0.5,0.9,2.5,8.1
424,Isaiah Thomas\thomais02,PG,27,BOS,76,2569,,,,,,,,,,,,,,,,,,,,,76,9.6,20.6,.463,3.4,9.1,.379,6.1,11.6,.528,8.3,9.1,.909,0.6,2.3,2.9,6.3,1.0,0.2,2.9,2.3,30.8
425,Lance Thomas\thomala01,PF,28,NYK,46,968,,,,,,,,,,,,,,,,,,,,,15,3.6,9.1,.398,1.4,3.2,.447,2.2,5.9,.371,1.6,1.9,.843,1.2,4.1,5.3,1.3,0.8,0.2,0.9,3.2,10.2
426,Hollis Thompson\thompho01,SG,25,TOT,40,752,,,,,,,,,,,,,,,,,,,,,9,3.7,9.6,.385,1.5,4.5,.337,2.2,5.0,.429,0.9,1.4,.655,0.9,4.4,5.3,1.7,1.0,0.3,0.5,3.3,9.8
427,Klay Thompson\thompkl01,SG,26,GSW,78,2649,,,,,,,,,,,,,,,,,,,,,78,8.8,18.7,.468,3.6,8.8,.414,5.1,9.9,.516,2.5,3.0,.853,0.7,3.2,3.9,2.2,0.9,0.5,1.7,1.9,23.7
428,Tristan Thompson\thomptr01,C,25,CLE,78,2336,,,,,,,,,,,,,,,,,,,,,78,4.0,6.7,.600,0.0,0.0,.000,4.0,6.7,.604,1.6,3.3,.498,4.4,6.6,11.0,1.2,0.6,1.3,1.0,2.7,9.7
429,Marcus Thornton\thornma01,SG,29,WAS,33,575,,,,,,,,,,,,,,,,,,,,,1,5.3,13.1,.400,1.8,5.0,.350,3.5,8.1,.431,1.4,1.7,.852,1.4,3.4,4.8,2.6,1.2,0.2,1.6,3.0,13.7
430,Mike Tobey\tobeymi01,C,22,CHO,2,25,,,,,,,,,,,,,,,,,,,,,0,1.4,5.8,.250,0.0,0.0,,1.4,5.8,.250,0.0,0.0,,2.9,1.4,4.3,1.4,0.0,0.0,1.4,2.9,2.9
431,Anthony Tolliver\tollian01,PF,31,SAC,65,1477,,,,,,,,,,,,,,,,,,,,,9,3.8,8.6,.442,2.2,5.6,.391,1.6,2.9,.537,1.5,2.0,.744,1.2,4.6,5.8,1.9,0.8,0.5,1.4,2.7,11.2
432,Axel Toupane\toupaax01,SF,24,TOT,4,47,,,,,,,,,,,,,,,,,,,,,0,3.8,6.9,.556,0.8,3.1,.250,3.1,3.8,.800,0.0,0.0,,0.0,0.8,0.8,0.0,0.8,0.8,0.0,4.6,8.4
433,Karl-Anthony Towns\townska01,C,21,MIN,82,3030,,,,,,,,,,,,,,,,,,,,,82,9.5,17.6,.542,1.2,3.3,.367,8.3,14.3,.582,4.2,5.1,.832,3.5,8.4,12.0,2.6,0.7,1.2,2.5,2.9,24.5
434,P.J. Tucker\tuckepj01,SF,31,TOT,81,2236,,,,,,,,,,,,,,,,,,,,,21,3.2,7.8,.413,1.1,3.2,.357,2.1,4.6,.451,1.2,1.5,.774,1.9,5.7,7.6,1.6,1.9,0.3,1.1,3.2,8.7
435,Evan Turner\turneev01,SF,28,POR,65,1658,,,,,,,,,,,,,,,,,,,,,12,5.1,12.0,.426,0.7,2.6,.263,4.4,9.4,.470,1.8,2.2,.825,0.8,4.6,5.4,4.5,1.2,0.5,2.2,2.6,12.7
436,Myles Turner\turnemy01,C,20,IND,81,2541,,,,,,,,,,,,,,,,,,,,,81,6.3,12.3,.511,0.6,1.6,.348,5.7,10.7,.536,3.5,4.3,.809,2.0,6.3,8.3,1.5,1.0,2.5,1.5,3.7,16.6
437,Beno Udrih\udrihbe01,PG,34,DET,39,560,,,,,,,,,,,,,,,,,,,,,0,5.9,12.7,.467,0.7,2.1,.344,5.2,10.6,.491,2.1,2.2,.941,0.4,3.3,3.7,8.4,0.8,0.0,2.4,1.9,14.6
438,Tyler Ulis\ulisty01,PG,21,PHO,61,1123,,,,,,,,,,,,,,,,,,,,,15,5.9,14.0,.421,0.7,2.5,.266,5.2,11.5,.455,1.8,2.3,.775,0.6,2.4,3.0,7.2,1.5,0.2,2.5,2.3,14.2
439,Jarrod Uthoff\uthofja01,PF,23,DAL,9,115,,,,,,,,,,,,,,,,,,,,,0,5.0,11.9,.421,0.9,2.8,.333,4.1,9.1,.448,1.6,2.2,.714,2.5,4.4,6.9,2.8,0.6,1.3,0.9,2.5,12.5
440,Jonas Valanciunas\valanjo01,C,24,TOR,80,2066,,,,,,,,,,,,,,,,,,,,,80,6.8,12.2,.557,0.0,0.0,.500,6.8,12.2,.557,3.1,3.8,.811,3.9,9.3,13.2,1.0,0.6,1.1,1.8,3.8,16.7
441,Denzel Valentine\valende01,SG,23,CHI,57,976,,,,,,,,,,,,,,,,,,,,,0,3.8,10.6,.354,2.7,7.7,.351,1.1,3.0,.363,0.5,0.7,.778,0.4,5.2,5.6,2.3,1.1,0.3,1.8,3.2,10.7
